Shipment_ID,Order_ID,Transport_Mode,Shipping_Cost,Ship_Date,Delivery_Date,Delivery_Status
SHP005356,O005356,Road,39,2025-04-21,2025-04-27,Delayed
SHP005357,O005357,Road,47,2024-03-27,2024-04-03,On-Time
SHP005358,O005358,Air,124,2023-03-29,2023-04-01,On-Time
SHP005359,O005359,Air,112,2024-12-28,2024-12-31,On-Time
SHP005360,O005360,Standard Shipping,10,2024-08-02,2024-08-14,On-Time
SHP005361,O005361,Express Courier,46,2024-10-07,2024-10-11,On-Time
SHP005362,O005362,Air,137,2025-05-17,2025-05-20,On-Time
SHP005363,O005363,Express Courier,75,2024-10-11,2024-10-15,On-Time
SHP005364,O005364,Road,40,2024-09-08,2024-09-14,On-Time
SHP005365,O005365,Road,25,2023-06-11,2023-06-15,On-Time
SHP005366,O005366,Standard Shipping,13,2024-11-24,2024-12-06,Delayed
SHP005367,O005367,Standard Shipping,28,2025-06-14,2025-06-26,Delayed
SHP005368,O005368,Express Courier,60,2023-02-02,2023-02-04,Delayed
SHP005369,O005369,Standard Shipping,31,2024-12-24,2025-01-04,On-Time
SHP005370,O005370,Air,95,2023-01-28,2023-01-30,On-Time
SHP005371,O005371,Road,38,2024-08-27,2024-08-31,Delayed
SHP005372,O005372,Standard Shipping,10,2025-10-02,2025-10-10,On-Time
SHP005373,O005373,Road,49,2025-12-06,2025-12-09,On-Time
SHP005374,O005374,Air,126,2023-09-06,2023-09-08,On-Time
SHP005375,O005375,Road,41,2025-08-19,2025-08-25,On-Time
SHP005376,O005376,Express Courier,60,2023-01-28,2023-01-31,Delayed
SHP005377,O005377,Road,43,2023-04-08,2023-04-11,On-Time
SHP005378,O005378,Standard Shipping,22,2023-08-15,2023-08-27,On-Time
SHP005379,O005379,Standard Shipping,25,2025-06-15,2025-06-26,On-Time
SHP005380,O005380,Road,48,2024-03-01,2024-03-06,On-Time
SHP005381,O005381,Road,31,2023-08-22,2023-08-26,On-Time
SHP005382,O005382,Road,46,2024-04-05,2024-04-10,On-Time
SHP005383,O005383,Road,56,2024-09-19,2024-09-25,On-Time
SHP005384,O005384,Express Courier,45,2023-12-28,2023-12-30,On-Time
SHP005385,O005385,Rail,24,2023-11-26,2023-12-04,On-Time
SHP005386,O005386,Standard Shipping,31,2024-07-02,2024-07-09,On-Time
SHP005387,O005387,Road,48,2024-12-19,2024-12-24,On-Time
SHP005388,O005388,Air,80,2024-02-02,2024-02-03,On-Time
SHP005389,O005389,Rail,36,2024-02-15,2024-02-21,On-Time
SHP005390,O005390,Standard Shipping,33,2025-10-08,2025-10-16,On-Time
SHP005391,O005391,Express Courier,89,2024-08-11,2024-08-13,On-Time
SHP005392,O005392,Express Courier,63,2023-10-06,2023-10-10,Delayed
SHP005393,O005393,Express Courier,82,2023-05-06,2023-05-10,On-Time
SHP005394,O005394,Air,102,2023-06-30,2023-07-01,On-Time
SHP005395,O005395,Rail,16,2023-09-22,2023-09-29,On-Time
SHP005396,O005396,Express Courier,74,2023-12-26,2023-12-30,On-Time
SHP005397,O005397,Rail,17,2024-03-05,2024-03-11,On-Time
SHP005398,O005398,Standard Shipping,23,2025-01-12,2025-01-21,On-Time
SHP005399,O005399,Standard Shipping,23,2023-04-24,2023-05-02,On-Time
SHP005400,O005400,Standard Shipping,15,2023-12-25,2024-01-06,Delayed
SHP005401,O005401,Express Courier,76,2023-12-23,2023-12-27,On-Time
SHP005402,O005402,Standard Shipping,35,2025-01-30,2025-02-08,On-Time
SHP005403,O005403,Air,115,2025-02-15,2025-02-18,On-Time
SHP005404,O005404,Express Courier,42,2024-06-11,2024-06-14,On-Time
SHP005405,O005405,Standard Shipping,21,2023-12-17,2023-12-29,On-Time
SHP005406,O005406,Standard Shipping,18,2024-08-14,2024-08-21,On-Time
SHP005407,O005407,Road,54,2024-01-07,2024-01-11,On-Time
SHP005408,O005408,Rail,43,2025-11-27,2025-12-04,On-Time
SHP005409,O005409,Air,149,2023-12-13,2023-12-14,On-Time
SHP005410,O005410,Rail,18,2024-01-01,2024-01-08,On-Time
SHP005411,O005411,Road,27,2025-05-28,2025-06-02,On-Time
SHP005412,O005412,Road,42,2024-01-06,2024-01-12,On-Time
SHP005413,O005413,Road,46,2025-04-19,2025-04-24,On-Time
SHP005414,O005414,Rail,31,2023-11-28,2023-12-03,On-Time
SHP005415,O005415,Express Courier,57,2025-12-26,2025-12-30,On-Time
SHP005416,O005416,Standard Shipping,15,2024-05-23,2024-05-30,On-Time
SHP005417,O005417,Express Courier,84,2023-01-18,2023-01-20,On-Time
SHP005418,O005418,Road,39,2024-01-08,2024-01-13,On-Time
SHP005419,O005419,Road,35,2025-03-04,2025-03-11,On-Time
SHP005420,O005420,Road,56,2025-05-08,2025-05-13,On-Time
SHP005421,O005421,Express Courier,87,2025-11-06,2025-11-08,Delayed
SHP005422,O005422,Express Courier,41,2023-11-29,2023-12-03,On-Time
SHP005423,O005423,Express Courier,44,2025-01-07,2025-01-10,Delayed
SHP005424,O005424,Air,143,2025-09-22,2025-09-23,On-Time
SHP005425,O005425,Rail,20,2024-07-03,2024-07-08,On-Time
SHP005426,O005426,Standard Shipping,18,2025-09-23,2025-10-07,On-Time
SHP005427,O005427,Rail,19,2024-04-28,2024-05-03,On-Time
SHP005428,O005428,Road,53,2025-01-20,2025-01-23,On-Time
SHP005429,O005429,Standard Shipping,29,2025-07-24,2025-07-31,On-Time
SHP005430,O005430,Rail,21,2025-07-17,2025-07-26,On-Time
SHP005431,O005431,Air,93,2024-11-17,2024-11-18,Delayed
SHP005432,O005432,Road,34,2023-08-16,2023-08-22,On-Time
SHP005433,O005433,Express Courier,53,2023-12-01,2023-12-04,On-Time
SHP005434,O005434,Standard Shipping,12,2023-03-16,2023-03-30,On-Time
SHP005435,O005435,Road,47,2024-08-15,2024-08-18,On-Time
SHP005436,O005436,Standard Shipping,12,2025-10-01,2025-10-14,On-Time
SHP005437,O005437,Rail,29,2023-07-24,2023-08-01,On-Time
SHP005438,O005438,Air,92,2024-09-28,2024-09-29,On-Time
SHP005439,O005439,Air,107,2023-03-03,2023-03-05,On-Time
SHP005440,O005440,Rail,30,2024-12-02,2024-12-09,Delayed
SHP005441,O005441,Express Courier,55,2025-07-15,2025-07-18,On-Time
SHP005442,O005442,Rail,33,2025-12-17,2025-12-25,Delayed
SHP005443,O005443,Road,52,2025-03-25,2025-04-01,On-Time
SHP005444,O005444,Standard Shipping,25,2023-03-13,2023-03-22,On-Time
SHP005445,O005445,Rail,36,2023-01-11,2023-01-18,On-Time
SHP005446,O005446,Express Courier,55,2024-11-17,2024-11-21,On-Time
SHP005447,O005447,Road,59,2023-11-12,2023-11-18,On-Time
SHP005448,O005448,Air,104,2024-04-27,2024-04-29,On-Time
SHP005449,O005449,Road,38,2023-12-29,2024-01-05,On-Time
SHP005450,O005450,Express Courier,40,2025-05-21,2025-05-24,Delayed
SHP005451,O005451,Air,97,2023-06-03,2023-06-05,On-Time
SHP005452,O005452,Air,93,2025-12-16,2025-12-17,On-Time
SHP005453,O005453,Rail,44,2025-05-03,2025-05-12,On-Time
SHP005454,O005454,Standard Shipping,28,2023-06-08,2023-06-19,On-Time
SHP005455,O005455,Air,144,2025-05-30,2025-06-02,On-Time
SHP005456,O005456,Rail,28,2025-09-07,2025-09-13,On-Time
SHP005457,O005457,Rail,36,2024-02-17,2024-02-23,On-Time
SHP005458,O005458,Air,148,2024-01-06,2024-01-08,On-Time
SHP005459,O005459,Rail,37,2024-07-25,2024-08-01,On-Time
SHP005460,O005460,Express Courier,56,2025-02-04,2025-02-06,On-Time
SHP005461,O005461,Road,45,2024-01-06,2024-01-10,On-Time
SHP005462,O005462,Rail,36,2024-05-03,2024-05-12,On-Time
SHP005463,O005463,Express Courier,76,2023-09-21,2023-09-25,Delayed
SHP005464,O005464,Standard Shipping,31,2023-07-21,2023-07-30,On-Time
SHP005465,O005465,Standard Shipping,15,2025-02-15,2025-02-27,Delayed
SHP005466,O005466,Air,134,2024-07-17,2024-07-20,On-Time
SHP005467,O005467,Express Courier,76,2025-01-24,2025-01-26,On-Time
SHP005468,O005468,Air,130,2025-01-13,2025-01-14,On-Time
SHP005469,O005469,Rail,36,2024-06-12,2024-06-19,On-Time
SHP005470,O005470,Express Courier,63,2023-01-28,2023-02-01,On-Time
SHP005471,O005471,Air,118,2025-04-22,2025-04-25,On-Time
SHP005472,O005472,Rail,28,2023-10-11,2023-10-21,On-Time
SHP005473,O005473,Air,83,2025-07-14,2025-07-17,On-Time
SHP005474,O005474,Rail,25,2024-07-11,2024-07-17,On-Time
SHP005475,O005475,Air,91,2025-06-17,2025-06-19,Delayed
SHP005476,O005476,Road,32,2025-01-21,2025-01-28,On-Time
SHP005477,O005477,Rail,22,2024-05-05,2024-05-14,Delayed
SHP005478,O005478,Rail,26,2024-10-09,2024-10-18,On-Time
SHP005479,O005479,Rail,43,2025-03-17,2025-03-22,On-Time
SHP005480,O005480,Rail,19,2023-08-14,2023-08-24,On-Time
SHP005481,O005481,Express Courier,87,2025-08-13,2025-08-15,On-Time
SHP005482,O005482,Road,49,2025-07-08,2025-07-12,On-Time
SHP005483,O005483,Rail,26,2025-08-19,2025-08-25,On-Time
SHP005484,O005484,Rail,25,2023-05-17,2023-05-27,On-Time
SHP005485,O005485,Rail,34,2023-12-08,2023-12-18,On-Time
SHP005486,O005486,Rail,38,2023-08-30,2023-09-07,On-Time
SHP005487,O005487,Standard Shipping,14,2023-05-18,2023-05-31,On-Time
SHP005488,O005488,Road,51,2023-03-07,2023-03-13,On-Time
SHP005489,O005489,Standard Shipping,22,2024-10-30,2024-11-13,On-Time
SHP005490,O005490,Air,100,2024-10-22,2024-10-23,On-Time
SHP005491,O005491,Road,58,2025-07-22,2025-07-25,On-Time
SHP005492,O005492,Express Courier,46,2024-12-29,2024-12-31,On-Time
SHP005493,O005493,Standard Shipping,27,2024-02-26,2024-03-11,On-Time
SHP005494,O005494,Standard Shipping,18,2023-08-08,2023-08-22,On-Time
SHP005495,O005495,Road,26,2023-01-22,2023-01-25,Delayed
SHP005496,O005496,Air,118,2025-12-16,2025-12-17,Delayed
SHP005497,O005497,Rail,40,2024-04-04,2024-04-12,On-Time
SHP005498,O005498,Road,38,2023-08-26,2023-08-31,On-Time
SHP005499,O005499,Express Courier,54,2025-06-17,2025-06-20,On-Time
SHP005500,O005500,Rail,19,2024-01-11,2024-01-16,On-Time
SHP005501,O005501,Express Courier,78,2023-12-25,2023-12-29,Delayed
SHP005502,O005502,Rail,18,2024-11-18,2024-11-27,On-Time
SHP005503,O005503,Standard Shipping,21,2023-08-03,2023-08-10,On-Time
SHP005504,O005504,Air,81,2023-10-01,2023-10-04,On-Time
SHP005505,O005505,Standard Shipping,28,2025-11-13,2025-11-26,On-Time
SHP005506,O005506,Express Courier,51,2023-12-15,2023-12-17,On-Time
SHP005507,O005507,Express Courier,79,2024-06-05,2024-06-07,On-Time
SHP005508,O005508,Standard Shipping,30,2025-01-29,2025-02-06,On-Time
SHP005509,O005509,Road,20,2025-12-25,2026-01-01,On-Time
SHP005510,O005510,Road,36,2024-11-29,2024-12-03,Delayed
SHP005511,O005511,Road,52,2025-07-17,2025-07-22,On-Time
SHP005512,O005512,Standard Shipping,29,2025-05-04,2025-05-11,On-Time
SHP005513,O005513,Express Courier,77,2025-03-14,2025-03-16,On-Time
SHP005514,O005514,Air,144,2025-01-01,2025-01-02,On-Time
SHP005515,O005515,Road,22,2024-03-12,2024-03-15,On-Time
SHP005516,O005516,Rail,30,2024-04-06,2024-04-11,On-Time
SHP005517,O005517,Air,141,2024-06-26,2024-06-28,On-Time
SHP005518,O005518,Standard Shipping,34,2023-08-28,2023-09-06,On-Time
SHP005519,O005519,Rail,30,2024-06-28,2024-07-03,On-Time
SHP005520,O005520,Express Courier,64,2025-09-28,2025-10-02,Delayed
SHP005521,O005521,Road,59,2023-01-20,2023-01-23,On-Time
SHP005522,O005522,Air,121,2023-12-01,2023-12-02,On-Time
SHP005523,O005523,Rail,35,2023-05-19,2023-05-28,On-Time
SHP005524,O005524,Rail,31,2024-06-04,2024-06-13,On-Time
SHP005525,O005525,Road,38,2024-08-18,2024-08-25,On-Time
SHP005526,O005526,Rail,21,2023-11-26,2023-12-01,On-Time
SHP005527,O005527,Rail,40,2025-05-27,2025-06-03,Delayed
SHP005528,O005528,Express Courier,85,2024-09-09,2024-09-13,On-Time
SHP005529,O005529,Standard Shipping,15,2025-10-23,2025-11-04,On-Time
SHP005530,O005530,Standard Shipping,35,2025-08-10,2025-08-17,On-Time
SHP005531,O005531,Air,113,2024-09-11,2024-09-12,On-Time
SHP005532,O005532,Road,51,2025-06-30,2025-07-05,Delayed
SHP005533,O005533,Air,131,2023-04-18,2023-04-20,On-Time
SHP005534,O005534,Express Courier,82,2025-01-19,2025-01-21,On-Time
SHP005535,O005535,Road,45,2023-07-29,2023-08-01,On-Time
SHP005536,O005536,Road,22,2023-03-04,2023-03-11,Delayed
SHP005537,O005537,Express Courier,54,2024-12-06,2024-12-08,On-Time
SHP005538,O005538,Road,22,2023-11-08,2023-11-15,On-Time
SHP005539,O005539,Express Courier,45,2025-12-20,2025-12-22,On-Time
SHP005540,O005540,Rail,23,2024-04-24,2024-05-04,On-Time
SHP005541,O005541,Road,31,2024-10-19,2024-10-26,On-Time
SHP005542,O005542,Express Courier,88,2023-02-05,2023-02-07,On-Time
SHP005543,O005543,Air,89,2025-06-27,2025-06-29,On-Time
SHP005544,O005544,Rail,34,2024-05-07,2024-05-12,On-Time
SHP005545,O005545,Rail,18,2025-08-10,2025-08-15,On-Time
SHP005546,O005546,Air,85,2023-12-31,2024-01-02,On-Time
SHP005547,O005547,Rail,29,2023-09-18,2023-09-25,On-Time
SHP005548,O005548,Road,55,2025-12-17,2025-12-20,On-Time
SHP005549,O005549,Rail,28,2025-12-01,2025-12-10,On-Time
SHP005550,O005550,Express Courier,77,2025-01-01,2025-01-05,On-Time
SHP005551,O005551,Rail,15,2024-07-17,2024-07-23,Delayed
SHP005552,O005552,Standard Shipping,22,2023-04-05,2023-04-15,On-Time
SHP005553,O005553,Rail,33,2024-04-11,2024-04-19,On-Time
SHP005554,O005554,Express Courier,50,2024-06-30,2024-07-03,On-Time
SHP005555,O005555,Rail,22,2023-11-07,2023-11-13,On-Time
SHP005556,O005556,Rail,26,2025-04-05,2025-04-10,On-Time
SHP005557,O005557,Air,137,2025-11-26,2025-11-28,On-Time
SHP005558,O005558,Standard Shipping,26,2025-03-04,2025-03-16,On-Time
SHP005559,O005559,Standard Shipping,28,2025-05-27,2025-06-04,On-Time
SHP005560,O005560,Air,116,2025-12-13,2025-12-16,On-Time
SHP005561,O005561,Standard Shipping,15,2025-02-15,2025-02-25,Delayed
SHP005562,O005562,Rail,25,2023-06-06,2023-06-15,On-Time
SHP005563,O005563,Express Courier,60,2023-11-10,2023-11-14,On-Time
SHP005564,O005564,Rail,18,2024-07-04,2024-07-10,On-Time
SHP005565,O005565,Air,86,2025-03-14,2025-03-15,On-Time
SHP005566,O005566,Rail,29,2025-08-22,2025-08-29,On-Time
SHP005567,O005567,Air,150,2023-05-24,2023-05-25,On-Time
SHP005568,O005568,Road,32,2023-09-12,2023-09-16,Delayed
SHP005569,O005569,Rail,20,2023-03-02,2023-03-08,On-Time
SHP005570,O005570,Air,106,2024-11-03,2024-11-05,On-Time
SHP005571,O005571,Express Courier,87,2024-03-07,2024-03-11,On-Time
SHP005572,O005572,Rail,41,2025-04-19,2025-04-25,On-Time
SHP005573,O005573,Express Courier,67,2024-01-11,2024-01-15,On-Time
SHP005574,O005574,Express Courier,77,2024-04-22,2024-04-24,On-Time
SHP005575,O005575,Road,24,2023-08-27,2023-09-02,Delayed
SHP005576,O005576,Express Courier,67,2024-03-02,2024-03-04,On-Time
SHP005577,O005577,Rail,39,2025-03-30,2025-04-09,On-Time
SHP005578,O005578,Air,123,2025-07-05,2025-07-06,On-Time
SHP005579,O005579,Express Courier,59,2023-11-18,2023-11-20,On-Time
SHP005580,O005580,Express Courier,67,2025-03-08,2025-03-12,Delayed
SHP005581,O005581,Rail,17,2023-09-14,2023-09-21,On-Time
SHP005582,O005582,Express Courier,56,2024-11-28,2024-12-02,On-Time
SHP005583,O005583,Standard Shipping,15,2023-10-05,2023-10-14,Delayed
SHP005584,O005584,Road,31,2025-01-17,2025-01-22,On-Time
SHP005585,O005585,Standard Shipping,31,2024-12-28,2025-01-09,Delayed
SHP005586,O005586,Rail,21,2023-02-01,2023-02-10,On-Time
SHP005587,O005587,Standard Shipping,31,2023-01-20,2023-01-29,On-Time
SHP005588,O005588,Road,59,2023-11-08,2023-11-12,On-Time
SHP005589,O005589,Standard Shipping,28,2024-06-17,2024-06-26,On-Time
SHP005590,O005590,Rail,31,2025-03-08,2025-03-17,On-Time
SHP005591,O005591,Express Courier,60,2025-11-30,2025-12-02,On-Time
SHP005592,O005592,Standard Shipping,30,2023-03-09,2023-03-17,On-Time
SHP005593,O005593,Standard Shipping,19,2024-09-27,2024-10-07,On-Time
SHP005594,O005594,Air,94,2023-03-19,2023-03-20,On-Time
SHP005595,O005595,Air,127,2024-10-23,2024-10-24,On-Time
SHP005596,O005596,Air,133,2024-03-18,2024-03-20,On-Time
SHP005597,O005597,Air,118,2025-04-07,2025-04-09,On-Time
SHP005598,O005598,Air,112,2023-03-06,2023-03-07,On-Time
SHP005599,O005599,Air,84,2025-02-22,2025-02-25,On-Time
SHP005600,O005600,Rail,43,2024-08-17,2024-08-25,On-Time
SHP005601,O005601,Rail,29,2025-10-29,2025-11-06,On-Time
SHP005602,O005602,Express Courier,68,2023-04-09,2023-04-12,On-Time
SHP005603,O005603,Air,117,2025-01-12,2025-01-14,On-Time
SHP005604,O005604,Standard Shipping,35,2024-09-12,2024-09-24,On-Time
SHP005605,O005605,Express Courier,84,2025-03-31,2025-04-03,On-Time
SHP005606,O005606,Air,123,2025-05-03,2025-05-06,On-Time
SHP005607,O005607,Road,24,2025-03-31,2025-04-03,On-Time
SHP005608,O005608,Road,59,2023-05-27,2023-05-30,On-Time
SHP005609,O005609,Air,143,2023-03-25,2023-03-27,On-Time
SHP005610,O005610,Air,145,2023-09-26,2023-09-27,On-Time
SHP005611,O005611,Road,60,2023-12-10,2023-12-17,On-Time
SHP005612,O005612,Express Courier,40,2023-08-12,2023-08-16,On-Time
SHP005613,O005613,Air,93,2025-05-19,2025-05-21,On-Time
SHP005614,O005614,Road,27,2024-12-20,2024-12-27,On-Time
SHP005615,O005615,Express Courier,72,2025-02-09,2025-02-11,On-Time
SHP005616,O005616,Rail,15,2023-05-23,2023-05-30,On-Time
SHP005617,O005617,Express Courier,52,2025-01-26,2025-01-28,On-Time
SHP005618,O005618,Express Courier,71,2025-10-09,2025-10-11,On-Time
SHP005619,O005619,Standard Shipping,21,2023-01-16,2023-01-25,On-Time
SHP005620,O005620,Air,142,2023-01-18,2023-01-20,On-Time
SHP005621,O005621,Air,116,2023-08-12,2023-08-15,On-Time
SHP005622,O005622,Rail,34,2024-01-29,2024-02-06,On-Time
SHP005623,O005623,Standard Shipping,34,2025-09-27,2025-10-05,On-Time
SHP005624,O005624,Express Courier,71,2025-08-11,2025-08-14,On-Time
SHP005625,O005625,Standard Shipping,30,2025-09-18,2025-09-25,On-Time
SHP005626,O005626,Express Courier,85,2025-04-22,2025-04-25,On-Time
SHP005627,O005627,Express Courier,52,2024-03-19,2024-03-23,Delayed
SHP005628,O005628,Standard Shipping,10,2024-06-12,2024-06-25,On-Time
SHP005629,O005629,Express Courier,54,2023-05-20,2023-05-23,On-Time
SHP005630,O005630,Air,98,2024-05-21,2024-05-23,On-Time
SHP005631,O005631,Air,115,2024-10-18,2024-10-19,On-Time
SHP005632,O005632,Air,95,2024-05-26,2024-05-27,On-Time
SHP005633,O005633,Standard Shipping,17,2023-03-22,2023-04-04,Delayed
SHP005634,O005634,Rail,43,2023-03-12,2023-03-17,Delayed
SHP005635,O005635,Rail,17,2024-09-04,2024-09-14,On-Time
SHP005636,O005636,Express Courier,47,2025-01-22,2025-01-24,On-Time
SHP005637,O005637,Standard Shipping,13,2023-12-04,2023-12-15,On-Time
SHP005638,O005638,Rail,28,2025-03-08,2025-03-16,On-Time
SHP005639,O005639,Express Courier,82,2025-01-10,2025-01-12,On-Time
SHP005640,O005640,Air,92,2024-06-21,2024-06-23,On-Time
SHP005641,O005641,Rail,45,2023-02-24,2023-03-04,On-Time
SHP005642,O005642,Road,52,2025-01-20,2025-01-26,On-Time
SHP005643,O005643,Road,40,2023-06-08,2023-06-13,On-Time
SHP005644,O005644,Express Courier,84,2024-06-22,2024-06-26,On-Time
SHP005645,O005645,Road,26,2023-03-26,2023-03-29,On-Time
SHP005646,O005646,Air,96,2023-01-01,2023-01-04,Delayed
SHP005647,O005647,Express Courier,66,2024-09-06,2024-09-08,On-Time
SHP005648,O005648,Road,45,2023-02-22,2023-02-28,On-Time
SHP005649,O005649,Standard Shipping,34,2023-01-07,2023-01-21,On-Time
SHP005650,O005650,Road,42,2024-12-13,2024-12-19,On-Time
SHP005651,O005651,Express Courier,73,2023-10-15,2023-10-17,On-Time
SHP005652,O005652,Air,90,2025-10-27,2025-10-30,On-Time
SHP005653,O005653,Road,21,2025-07-23,2025-07-26,On-Time
SHP005654,O005654,Standard Shipping,26,2023-03-04,2023-03-17,On-Time
SHP005655,O005655,Express Courier,62,2025-09-22,2025-09-25,On-Time
SHP005656,O005656,Air,116,2024-12-24,2024-12-26,On-Time
SHP005657,O005657,Air,82,2024-09-25,2024-09-26,On-Time
SHP005658,O005658,Express Courier,63,2025-12-03,2025-12-07,On-Time
SHP005659,O005659,Express Courier,49,2025-11-22,2025-11-25,On-Time
SHP005660,O005660,Road,59,2023-02-06,2023-02-10,On-Time
SHP005661,O005661,Standard Shipping,35,2025-01-24,2025-02-05,On-Time
SHP005662,O005662,Air,95,2025-08-13,2025-08-14,On-Time
SHP005663,O005663,Rail,40,2025-01-16,2025-01-25,On-Time
SHP005664,O005664,Air,143,2023-04-14,2023-04-17,On-Time
SHP005665,O005665,Rail,21,2024-09-09,2024-09-18,On-Time
SHP005666,O005666,Rail,34,2023-10-26,2023-11-02,On-Time
SHP005667,O005667,Rail,32,2024-12-07,2024-12-13,On-Time
SHP005668,O005668,Road,60,2023-09-16,2023-09-20,Delayed
SHP005669,O005669,Road,36,2024-01-29,2024-02-01,On-Time
SHP005670,O005670,Air,110,2025-01-30,2025-02-01,On-Time
SHP005671,O005671,Standard Shipping,25,2025-12-22,2026-01-05,On-Time
SHP005672,O005672,Express Courier,90,2023-09-03,2023-09-07,Delayed
SHP005673,O005673,Express Courier,83,2024-06-15,2024-06-18,Delayed
SHP005674,O005674,Road,24,2024-07-02,2024-07-07,On-Time
SHP005675,O005675,Rail,27,2023-07-22,2023-08-01,On-Time
SHP005676,O005676,Air,83,2025-06-12,2025-06-13,On-Time
SHP005677,O005677,Air,124,2025-05-16,2025-05-19,On-Time
SHP005678,O005678,Standard Shipping,17,2024-01-05,2024-01-19,Delayed
SHP005679,O005679,Express Courier,47,2025-11-05,2025-11-09,Delayed
SHP005680,O005680,Standard Shipping,25,2023-09-24,2023-10-03,Delayed
SHP005681,O005681,Rail,44,2025-11-26,2025-12-03,Delayed
SHP005682,O005682,Standard Shipping,25,2024-01-23,2024-02-04,Delayed
SHP005683,O005683,Standard Shipping,14,2024-04-12,2024-04-26,On-Time
SHP005684,O005684,Rail,27,2024-03-26,2024-03-31,On-Time
SHP005685,O005685,Air,139,2025-06-11,2025-06-14,On-Time
SHP005686,O005686,Air,105,2024-03-08,2024-03-10,On-Time
SHP005687,O005687,Road,33,2023-10-04,2023-10-09,On-Time
SHP005688,O005688,Air,126,2023-06-24,2023-06-25,On-Time
SHP005689,O005689,Express Courier,55,2024-09-22,2024-09-26,On-Time
SHP005690,O005690,Rail,21,2023-06-20,2023-06-26,On-Time
SHP005691,O005691,Standard Shipping,21,2024-10-25,2024-11-03,On-Time
SHP005692,O005692,Road,39,2023-09-24,2023-09-28,On-Time
SHP005693,O005693,Road,40,2023-04-11,2023-04-18,On-Time
SHP005694,O005694,Standard Shipping,22,2024-01-13,2024-01-20,On-Time
SHP005695,O005695,Rail,21,2023-10-29,2023-11-07,On-Time
SHP005696,O005696,Standard Shipping,10,2023-04-23,2023-05-06,On-Time
SHP005697,O005697,Express Courier,65,2025-11-17,2025-11-21,On-Time
SHP005698,O005698,Express Courier,60,2023-01-14,2023-01-16,Delayed
SHP005699,O005699,Road,44,2025-07-18,2025-07-22,Delayed
SHP005700,O005700,Road,41,2024-02-28,2024-03-03,On-Time
SHP005701,O005701,Road,47,2023-12-04,2023-12-11,On-Time
SHP005702,O005702,Rail,15,2025-09-04,2025-09-11,On-Time
SHP005703,O005703,Air,85,2023-06-18,2023-06-21,On-Time
SHP005704,O005704,Standard Shipping,14,2024-02-28,2024-03-07,On-Time
SHP005705,O005705,Standard Shipping,10,2025-06-18,2025-06-29,On-Time
SHP005706,O005706,Express Courier,80,2024-08-03,2024-08-05,Delayed
SHP005707,O005707,Rail,40,2025-12-20,2025-12-29,On-Time
SHP005708,O005708,Standard Shipping,26,2025-05-25,2025-06-08,On-Time
SHP005709,O005709,Air,150,2025-06-17,2025-06-20,On-Time
SHP005710,O005710,Rail,16,2025-09-07,2025-09-13,On-Time
SHP005711,O005711,Rail,37,2023-04-19,2023-04-26,On-Time
SHP005712,O005712,Express Courier,70,2024-12-15,2024-12-17,On-Time
SHP005713,O005713,Road,53,2024-02-17,2024-02-20,On-Time
SHP005714,O005714,Express Courier,51,2024-11-27,2024-11-30,On-Time
SHP005715,O005715,Express Courier,50,2023-09-17,2023-09-20,On-Time
SHP005716,O005716,Air,101,2023-05-20,2023-05-23,On-Time
SHP005717,O005717,Air,111,2023-02-17,2023-02-20,On-Time
SHP005718,O005718,Road,39,2025-09-24,2025-09-30,On-Time
SHP005719,O005719,Express Courier,88,2025-06-08,2025-06-12,On-Time
SHP005720,O005720,Air,96,2025-05-12,2025-05-14,On-Time
SHP005721,O005721,Road,34,2025-02-20,2025-02-25,On-Time
SHP005722,O005722,Standard Shipping,35,2025-07-08,2025-07-16,On-Time
SHP005723,O005723,Rail,34,2023-01-05,2023-01-10,On-Time
SHP005724,O005724,Air,114,2025-02-08,2025-02-11,On-Time
SHP005725,O005725,Express Courier,62,2023-11-07,2023-11-09,On-Time
SHP005726,O005726,Rail,34,2023-11-18,2023-11-27,On-Time
SHP005727,O005727,Road,42,2023-10-06,2023-10-12,On-Time
SHP005728,O005728,Rail,15,2024-10-18,2024-10-23,On-Time
SHP005729,O005729,Road,21,2025-03-22,2025-03-26,On-Time
SHP005730,O005730,Express Courier,81,2025-06-27,2025-07-01,On-Time
SHP005731,O005731,Road,28,2023-05-14,2023-05-20,On-Time
SHP005732,O005732,Road,21,2023-09-01,2023-09-07,On-Time
SHP005733,O005733,Air,118,2023-07-09,2023-07-10,On-Time
SHP005734,O005734,Standard Shipping,12,2025-06-18,2025-06-26,On-Time
SHP005735,O005735,Road,46,2023-11-23,2023-11-28,On-Time
SHP005736,O005736,Standard Shipping,34,2025-02-22,2025-03-04,On-Time
SHP005737,O005737,Road,53,2023-09-08,2023-09-14,On-Time
SHP005738,O005738,Express Courier,49,2024-02-18,2024-02-21,On-Time
SHP005739,O005739,Standard Shipping,19,2023-06-23,2023-07-05,On-Time
SHP005740,O005740,Express Courier,78,2025-10-02,2025-10-05,On-Time
SHP005741,O005741,Air,85,2023-10-05,2023-10-07,On-Time
SHP005742,O005742,Express Courier,78,2025-06-12,2025-06-16,On-Time
SHP005743,O005743,Standard Shipping,30,2024-11-01,2024-11-14,Delayed
SHP005744,O005744,Standard Shipping,26,2025-05-29,2025-06-12,Delayed
