Order_ID,Order_Date,Product_ID,Supplier_ID,Warehouse_ID,Region_ID,Quantity,Revenue,Fulfillment_Status
O005211,2025-03-31,P013,S007,W003,R001,5,695,Fulfilled
O005212,2025-12-30,P025,S001,W001,R003,5,195,Fulfilled
O005213,2025-10-25,P022,S007,W003,R005,3,237,Fulfilled
O005214,2024-07-28,P020,S003,W005,R001,1,119,Fulfilled
O005215,2024-03-24,P008,S006,W002,R005,5,1245,Fulfilled
O005216,2024-02-11,P013,S010,W004,R002,4,556,Fulfilled
O005217,2024-01-19,P009,S003,W003,R004,7,5593,Fulfilled
O005218,2023-09-21,P024,S002,W001,R004,5,495,Fulfilled
O005219,2025-07-11,P009,S010,W003,R001,3,2397,Fulfilled
O005220,2023-08-07,P002,S010,W003,R005,6,4194,Fulfilled
O005221,2023-08-20,P024,S002,W005,R001,6,594,Fulfilled
O005222,2024-03-11,P011,S003,W002,R003,4,676,Fulfilled
O005223,2025-11-06,P008,S004,W005,R001,5,1245,Delayed
O005224,2023-12-14,P024,S005,W005,R001,7,693,Fulfilled
O005225,2023-08-17,P005,S007,W001,R004,5,1645,Fulfilled
O005226,2025-04-13,P014,S003,W004,R004,2,378,Fulfilled
O005227,2024-11-15,P024,S005,W003,R004,5,495,Fulfilled
O005228,2024-03-28,P010,S009,W004,R001,4,916,Fulfilled
O005229,2023-06-10,P014,S001,W002,R002,2,378,Fulfilled
O005230,2023-03-03,P005,S008,W003,R003,3,987,Fulfilled
O005231,2024-06-02,P005,S009,W001,R005,2,658,Delayed
O005232,2024-07-27,P016,S006,W003,R004,6,1794,Fulfilled
O005233,2023-08-30,P004,S002,W003,R001,1,249,Fulfilled
O005234,2025-04-23,P004,S004,W001,R005,4,996,Fulfilled
O005235,2024-01-18,P019,S008,W002,R001,4,316,Fulfilled
O005236,2025-10-04,P025,S002,W001,R005,6,234,Fulfilled
O005237,2023-09-04,P020,S001,W001,R002,2,238,Fulfilled
O005238,2025-01-06,P008,S001,W001,R002,2,498,Delayed
O005239,2024-10-23,P003,S002,W002,R002,1,549,Fulfilled
O005240,2024-08-25,P024,S003,W002,R001,6,594,Fulfilled
O005241,2024-03-28,P018,S001,W002,R004,4,156,Fulfilled
O005242,2025-03-09,P024,S007,W005,R005,4,396,Fulfilled
O005243,2025-10-29,P001,S003,W001,R005,4,3556,Fulfilled
O005244,2024-07-02,P012,S006,W004,R004,4,996,Fulfilled
O005245,2025-06-11,P002,S004,W005,R004,3,2097,Fulfilled
O005246,2024-09-14,P001,S010,W004,R005,4,3556,Fulfilled
O005247,2024-03-03,P002,S002,W005,R002,3,2097,Delayed
O005248,2024-08-25,P016,S002,W001,R003,3,897,Fulfilled
O005249,2025-04-11,P014,S005,W003,R005,4,756,Fulfilled
O005250,2024-05-25,P017,S001,W001,R005,2,178,Fulfilled
O005251,2023-09-28,P002,S008,W002,R005,2,1398,Delayed
O005252,2024-01-28,P014,S009,W001,R001,1,189,Fulfilled
O005253,2024-10-06,P006,S009,W001,R001,2,2398,Delayed
O005254,2023-12-26,P024,S001,W004,R005,4,396,Fulfilled
O005255,2023-08-04,P020,S004,W003,R001,5,595,Fulfilled
O005256,2025-03-13,P014,S008,W003,R004,6,1134,Fulfilled
O005257,2024-09-11,P010,S002,W003,R002,2,458,Pending
O005258,2024-06-04,P003,S004,W005,R004,3,1647,Fulfilled
O005259,2023-09-30,P006,S008,W003,R001,5,5995,Fulfilled
O005260,2024-12-21,P023,S008,W002,R005,5,245,Fulfilled
O005261,2023-01-09,P007,S005,W001,R003,2,358,Fulfilled
O005262,2024-04-04,P003,S010,W003,R001,3,1647,Fulfilled
O005263,2024-12-22,P004,S002,W001,R003,5,1245,Fulfilled
O005264,2025-05-25,P024,S007,W004,R005,6,594,Fulfilled
O005265,2023-06-02,P016,S001,W001,R005,1,299,Fulfilled
O005266,2024-03-10,P021,S010,W003,R005,5,295,Fulfilled
O005267,2024-07-18,P013,S002,W005,R005,5,695,Fulfilled
O005268,2023-10-16,P025,S005,W004,R001,3,117,Fulfilled
O005269,2023-11-04,P001,S009,W004,R003,10,8890,Fulfilled
O005270,2025-08-20,P006,S001,W001,R004,2,2398,Fulfilled
O005271,2023-06-13,P016,S010,W004,R004,4,1196,Fulfilled
O005272,2024-11-26,P025,S009,W001,R002,6,234,Fulfilled
O005273,2024-04-03,P025,S004,W003,R005,4,156,Fulfilled
O005274,2023-01-12,P004,S002,W003,R005,3,747,Fulfilled
O005275,2023-03-10,P005,S004,W002,R002,3,987,Fulfilled
O005276,2025-04-30,P017,S007,W001,R005,2,178,Fulfilled
O005277,2023-03-17,P022,S002,W001,R001,4,316,Fulfilled
O005278,2024-12-19,P015,S001,W001,R005,1,349,Pending
O005279,2024-01-07,P003,S009,W004,R005,4,2196,Delayed
O005280,2025-05-26,P010,S008,W001,R001,3,687,Delayed
O005281,2024-01-18,P002,S009,W003,R001,2,1398,Fulfilled
O005282,2023-11-24,P025,S001,W001,R005,6,234,Fulfilled
O005283,2025-11-12,P007,S002,W001,R002,1,179,Fulfilled
O005284,2025-11-25,P003,S002,W002,R004,9,4941,Fulfilled
O005285,2025-12-16,P011,S002,W002,R004,3,507,Fulfilled
O005286,2024-08-20,P021,S006,W004,R005,5,295,Fulfilled
O005287,2025-10-31,P006,S005,W005,R003,1,1199,Delayed
O005288,2023-04-08,P022,S007,W004,R003,4,316,Fulfilled
O005289,2024-07-09,P011,S006,W001,R003,6,1014,Fulfilled
O005290,2023-01-25,P006,S006,W005,R005,3,3597,Fulfilled
O005291,2024-05-21,P001,S004,W002,R004,4,3556,Fulfilled
O005292,2024-02-06,P012,S008,W005,R004,1,249,Fulfilled
O005293,2024-11-23,P025,S002,W004,R002,8,312,Fulfilled
O005294,2025-10-28,P022,S004,W004,R001,4,316,Fulfilled
O005295,2025-04-24,P013,S008,W001,R001,1,139,Fulfilled
O005296,2023-09-22,P008,S005,W004,R004,4,996,Fulfilled
O005297,2024-07-09,P010,S005,W002,R005,5,1145,Fulfilled
O005298,2025-06-13,P015,S010,W002,R001,6,2094,Fulfilled
O005299,2023-04-07,P022,S001,W004,R001,1,79,Fulfilled
O005300,2024-09-17,P003,S010,W005,R001,2,1098,Fulfilled
O005301,2024-09-26,P024,S007,W002,R005,2,198,Fulfilled
O005302,2024-10-17,P022,S006,W005,R003,2,158,Fulfilled
O005303,2023-11-02,P012,S003,W002,R001,1,249,Fulfilled
O005304,2023-01-27,P001,S010,W005,R003,2,1778,Fulfilled
O005305,2023-04-23,P009,S007,W005,R002,5,3995,Fulfilled
O005306,2023-12-16,P011,S004,W001,R004,3,507,Fulfilled
O005307,2025-10-30,P022,S004,W004,R004,3,237,Pending
O005308,2025-07-31,P024,S010,W001,R003,2,198,Fulfilled
O005309,2023-05-18,P009,S008,W002,R004,3,2397,Fulfilled
O005310,2023-07-25,P010,S009,W001,R002,7,1603,Fulfilled
O005311,2023-11-15,P008,S003,W001,R003,8,1992,Fulfilled
O005312,2023-06-09,P011,S003,W001,R001,6,1014,Fulfilled
O005313,2024-05-15,P010,S003,W003,R001,4,916,Fulfilled
O005314,2023-12-13,P001,S007,W002,R001,9,8001,Fulfilled
O005315,2025-04-17,P006,S009,W004,R001,1,1199,Fulfilled
O005316,2024-02-12,P022,S009,W001,R001,8,632,Fulfilled
O005317,2024-10-17,P013,S002,W004,R004,3,417,Fulfilled
O005318,2023-03-08,P013,S009,W004,R005,1,139,Fulfilled
O005319,2023-10-28,P010,S004,W003,R005,3,687,Fulfilled
O005320,2025-04-13,P009,S008,W003,R001,3,2397,Fulfilled
O005321,2025-05-18,P007,S009,W004,R004,6,1074,Delayed
O005322,2025-09-02,P011,S001,W004,R005,3,507,Fulfilled
O005323,2024-10-20,P014,S006,W003,R003,1,189,Fulfilled
O005324,2025-02-23,P006,S010,W002,R001,1,1199,Fulfilled
O005325,2024-05-20,P024,S009,W002,R002,4,396,Fulfilled
O005326,2024-10-07,P019,S003,W002,R004,1,79,Fulfilled
O005327,2025-03-03,P014,S009,W004,R003,3,567,Fulfilled
O005328,2024-06-28,P024,S004,W001,R004,4,396,Fulfilled
O005329,2025-11-14,P006,S004,W005,R002,3,3597,Fulfilled
O005330,2023-11-16,P025,S001,W001,R005,1,39,Fulfilled
O005331,2023-11-12,P018,S004,W001,R001,3,117,Fulfilled
O005332,2025-06-15,P008,S001,W003,R005,1,249,Fulfilled
O005333,2024-04-22,P003,S006,W001,R003,6,3294,Fulfilled
O005334,2023-11-29,P019,S008,W005,R001,1,79,Fulfilled
O005335,2024-03-09,P020,S002,W003,R003,3,357,Delayed
O005336,2025-07-18,P010,S007,W002,R003,4,916,Delayed
O005337,2024-12-13,P007,S003,W004,R005,3,537,Pending
O005338,2024-03-31,P016,S001,W001,R003,6,1794,Fulfilled
O005339,2025-09-27,P003,S006,W002,R002,5,2745,Fulfilled
O005340,2023-05-03,P022,S001,W001,R004,3,237,Fulfilled
O005341,2023-12-24,P011,S002,W001,R001,2,338,Fulfilled
O005342,2024-10-15,P006,S002,W001,R001,1,1199,Fulfilled
O005343,2025-10-16,P011,S005,W004,R005,4,676,Fulfilled
O005344,2023-09-08,P021,S006,W004,R005,2,118,Delayed
O005345,2024-07-05,P023,S006,W005,R002,3,147,Fulfilled
O005346,2025-11-16,P025,S009,W005,R004,2,78,Fulfilled
O005347,2024-12-01,P025,S006,W003,R004,5,195,Fulfilled
O005348,2024-08-03,P016,S009,W002,R002,1,299,Fulfilled
O005349,2023-12-01,P004,S004,W001,R001,5,1245,Fulfilled
O005350,2024-06-10,P022,S009,W005,R001,3,237,Fulfilled
O005351,2025-11-06,P014,S006,W004,R001,6,1134,Fulfilled
O005352,2024-06-03,P014,S009,W003,R003,7,1323,Pending
O005353,2025-02-19,P004,S010,W005,R002,4,996,Fulfilled
O005354,2024-06-25,P020,S006,W003,R002,2,238,Fulfilled
O005355,2025-12-19,P001,S002,W002,R005,5,4445,Fulfilled
O005356,2025-04-21,P006,S008,W002,R005,5,5995,Fulfilled
O005357,2024-03-27,P016,S008,W001,R003,1,299,Fulfilled
O005358,2023-03-28,P003,S006,W004,R005,2,1098,Fulfilled
O005359,2024-12-26,P019,S005,W005,R005,1,79,Fulfilled
O005360,2024-08-01,P024,S004,W002,R003,2,198,Fulfilled
O005361,2024-10-05,P005,S001,W003,R003,1,329,Fulfilled
O005362,2025-05-17,P010,S009,W001,R005,4,916,Fulfilled
O005363,2024-10-10,P001,S009,W005,R001,3,2667,Fulfilled
O005364,2024-09-07,P002,S008,W002,R004,4,2796,Delayed
O005365,2023-06-11,P004,S003,W005,R004,1,249,Fulfilled
O005366,2024-11-24,P009,S005,W005,R001,3,2397,Fulfilled
O005367,2025-06-13,P001,S007,W003,R001,3,2667,Delayed
O005368,2023-02-01,P022,S003,W005,R004,3,237,Fulfilled
O005369,2024-12-23,P001,S003,W005,R005,5,4445,Fulfilled
O005370,2023-01-28,P014,S009,W002,R001,5,945,Delayed
O005371,2024-08-27,P024,S003,W005,R005,2,198,Fulfilled
O005372,2025-10-01,P005,S008,W002,R005,1,329,Fulfilled
O005373,2025-12-05,P020,S006,W004,R005,4,476,Fulfilled
O005374,2023-09-06,P024,S008,W005,R003,5,495,Fulfilled
O005375,2025-08-18,P019,S002,W001,R003,5,395,Fulfilled
O005376,2023-01-27,P014,S002,W004,R003,5,945,Fulfilled
O005377,2023-04-07,P024,S002,W004,R005,2,198,Fulfilled
O005378,2023-08-14,P011,S003,W003,R005,2,338,Fulfilled
O005379,2025-06-14,P020,S006,W004,R003,5,595,Fulfilled
O005380,2024-03-01,P006,S008,W004,R003,3,3597,Delayed
O005381,2023-08-22,P024,S003,W005,R002,5,495,Fulfilled
O005382,2024-04-04,P007,S002,W001,R004,3,537,Fulfilled
O005383,2024-09-17,P013,S006,W001,R005,3,417,Fulfilled
O005384,2023-12-26,P006,S001,W002,R003,3,3597,Fulfilled
O005385,2023-11-26,P015,S007,W001,R001,3,1047,Fulfilled
O005386,2024-06-30,P025,S010,W001,R005,2,78,Fulfilled
O005387,2024-12-19,P020,S007,W003,R001,2,238,Delayed
O005388,2024-02-02,P001,S009,W005,R002,2,1778,Fulfilled
O005389,2024-02-15,P010,S003,W001,R001,6,1374,Fulfilled
O005390,2025-10-07,P007,S003,W004,R001,1,179,Fulfilled
O005391,2024-08-11,P022,S004,W004,R002,2,158,Fulfilled
O005392,2023-10-04,P016,S001,W005,R005,3,897,Pending
O005393,2023-05-06,P013,S002,W002,R002,3,417,Fulfilled
O005394,2023-06-30,P020,S004,W003,R001,3,357,Fulfilled
O005395,2023-09-21,P020,S003,W002,R005,2,238,Fulfilled
O005396,2023-12-25,P008,S001,W004,R002,2,498,Fulfilled
O005397,2024-03-04,P005,S005,W003,R002,3,987,Fulfilled
O005398,2025-01-11,P012,S009,W003,R001,3,747,Fulfilled
O005399,2023-04-23,P022,S009,W003,R002,3,237,Fulfilled
O005400,2023-12-25,P014,S009,W002,R005,4,756,Fulfilled
O005401,2023-12-23,P020,S004,W005,R002,5,595,Fulfilled
O005402,2025-01-28,P013,S009,W001,R005,3,417,Fulfilled
O005403,2025-02-15,P013,S003,W004,R004,1,139,Fulfilled
O005404,2024-06-11,P015,S006,W001,R003,4,1396,Fulfilled
O005405,2023-12-15,P014,S003,W002,R001,2,378,Fulfilled
O005406,2024-08-14,P013,S009,W001,R004,8,1112,Fulfilled
O005407,2024-01-07,P008,S008,W003,R001,4,996,Delayed
O005408,2025-11-26,P014,S005,W001,R005,3,567,Fulfilled
O005409,2023-12-13,P018,S002,W004,R004,2,78,Fulfilled
O005410,2023-12-31,P010,S007,W001,R004,4,916,Fulfilled
O005411,2025-05-28,P014,S005,W004,R005,3,567,Fulfilled
O005412,2024-01-06,P012,S002,W002,R004,1,249,Fulfilled
O005413,2025-04-18,P023,S002,W002,R004,3,147,Fulfilled
O005414,2023-11-28,P013,S003,W005,R003,1,139,Fulfilled
O005415,2025-12-25,P011,S010,W003,R005,5,845,Fulfilled
O005416,2024-05-22,P003,S002,W003,R002,3,1647,Fulfilled
O005417,2023-01-17,P025,S010,W005,R004,6,234,Fulfilled
O005418,2024-01-06,P015,S007,W001,R002,2,698,Fulfilled
O005419,2025-03-04,P001,S001,W004,R004,3,2667,Fulfilled
O005420,2025-05-07,P001,S010,W005,R003,3,2667,Fulfilled
O005421,2025-11-04,P016,S009,W005,R002,3,897,Fulfilled
O005422,2023-11-28,P013,S010,W003,R005,1,139,Fulfilled
O005423,2025-01-06,P025,S002,W004,R001,1,39,Fulfilled
O005424,2025-09-22,P022,S001,W004,R005,1,79,Fulfilled
O005425,2024-07-02,P011,S004,W005,R002,4,676,Fulfilled
O005426,2025-09-22,P017,S005,W001,R005,7,623,Fulfilled
O005427,2024-04-27,P012,S004,W005,R003,3,747,Fulfilled
O005428,2025-01-18,P021,S008,W004,R002,6,354,Fulfilled
O005429,2025-07-24,P010,S003,W001,R001,1,229,Fulfilled
O005430,2025-07-17,P005,S004,W003,R003,4,1316,Fulfilled
O005431,2024-11-15,P008,S007,W004,R002,5,1245,Fulfilled
O005432,2023-08-14,P004,S008,W003,R001,4,996,Fulfilled
O005433,2023-11-29,P011,S007,W003,R005,4,676,Fulfilled
O005434,2023-03-14,P020,S001,W005,R005,1,119,Fulfilled
O005435,2024-08-15,P022,S002,W001,R001,4,316,Fulfilled
O005436,2025-09-29,P020,S003,W004,R005,4,476,Fulfilled
O005437,2023-07-22,P011,S008,W005,R002,9,1521,Fulfilled
O005438,2024-09-27,P001,S004,W001,R002,6,5334,Fulfilled
O005439,2023-03-03,P002,S010,W004,R005,5,3495,Fulfilled
O005440,2024-11-30,P024,S006,W005,R005,3,297,Fulfilled
O005441,2025-07-14,P006,S004,W002,R004,2,2398,Fulfilled
O005442,2025-12-16,P021,S006,W003,R005,4,236,Fulfilled
O005443,2025-03-24,P024,S001,W005,R004,6,594,Delayed
O005444,2023-03-11,P015,S008,W003,R004,2,698,Fulfilled
O005445,2023-01-11,P024,S010,W001,R002,5,495,Fulfilled
O005446,2024-11-16,P011,S010,W001,R005,3,507,Fulfilled
O005447,2023-11-11,P004,S002,W005,R003,8,1992,Fulfilled
O005448,2024-04-27,P012,S007,W003,R004,2,498,Fulfilled
O005449,2023-12-29,P022,S009,W005,R005,5,395,Fulfilled
O005450,2025-05-21,P025,S010,W003,R002,4,156,Fulfilled
O005451,2023-06-03,P002,S010,W002,R001,4,2796,Fulfilled
O005452,2025-12-15,P017,S009,W004,R002,2,178,Fulfilled
O005453,2025-05-01,P009,S006,W005,R004,2,1598,Fulfilled
O005454,2023-06-07,P007,S003,W004,R005,5,895,Fulfilled
O005455,2025-05-29,P016,S010,W004,R001,3,897,Fulfilled
O005456,2025-09-06,P007,S005,W004,R001,3,537,Pending
O005457,2024-02-17,P012,S006,W005,R002,3,747,Fulfilled
O005458,2024-01-04,P017,S007,W004,R001,1,89,Fulfilled
O005459,2024-07-25,P024,S007,W001,R004,1,99,Fulfilled
O005460,2025-02-03,P019,S001,W004,R002,1,79,Fulfilled
O005461,2024-01-06,P011,S003,W004,R004,4,676,Fulfilled
O005462,2024-05-01,P003,S009,W001,R001,3,1647,Delayed
O005463,2023-09-19,P005,S001,W004,R004,7,2303,Fulfilled
O005464,2023-07-20,P017,S006,W003,R004,1,89,Fulfilled
O005465,2025-02-13,P002,S003,W003,R001,9,6291,Fulfilled
O005466,2024-07-16,P001,S006,W001,R004,5,4445,Fulfilled
O005467,2025-01-24,P024,S004,W004,R003,5,495,Fulfilled
O005468,2025-01-11,P024,S007,W004,R004,2,198,Fulfilled
O005469,2024-06-12,P002,S005,W005,R001,3,2097,Pending
O005470,2023-01-27,P013,S007,W004,R001,3,417,Fulfilled
O005471,2025-04-22,P016,S002,W002,R005,3,897,Fulfilled
O005472,2023-10-10,P015,S002,W004,R005,1,349,Fulfilled
O005473,2025-07-13,P015,S006,W002,R003,4,1396,Fulfilled
O005474,2024-07-10,P022,S001,W004,R004,4,316,Fulfilled
O005475,2025-06-16,P016,S008,W004,R001,4,1196,Fulfilled
O005476,2025-01-21,P006,S007,W004,R003,1,1199,Fulfilled
O005477,2024-05-03,P019,S006,W001,R001,2,158,Fulfilled
O005478,2024-10-09,P013,S007,W003,R005,3,417,Fulfilled
O005479,2025-03-17,P024,S007,W001,R003,2,198,Fulfilled
O005480,2023-08-13,P007,S009,W004,R004,2,358,Fulfilled
O005481,2025-08-12,P009,S001,W001,R003,11,8789,Fulfilled
O005482,2025-07-08,P010,S010,W005,R004,3,687,Fulfilled
O005483,2025-08-18,P008,S008,W001,R005,2,498,Pending
O005484,2023-05-17,P018,S005,W003,R001,3,117,Delayed
O005485,2023-12-06,P010,S005,W003,R005,3,687,Fulfilled
O005486,2023-08-29,P001,S009,W005,R001,4,3556,Fulfilled
O005487,2023-05-17,P007,S001,W002,R005,1,179,Fulfilled
O005488,2023-03-07,P009,S004,W005,R002,4,3196,Delayed
O005489,2024-10-29,P011,S007,W005,R001,4,676,Fulfilled
O005490,2024-10-22,P007,S001,W004,R001,4,716,Fulfilled
O005491,2025-07-20,P021,S007,W002,R002,2,118,Pending
O005492,2024-12-28,P020,S003,W003,R003,4,476,Fulfilled
O005493,2024-02-25,P024,S001,W003,R002,5,495,Fulfilled
O005494,2023-08-07,P004,S001,W003,R003,1,249,Fulfilled
O005495,2023-01-22,P014,S001,W005,R005,2,378,Delayed
O005496,2025-12-14,P011,S006,W005,R003,3,507,Fulfilled
O005497,2024-04-03,P015,S010,W003,R002,3,1047,Fulfilled
O005498,2023-08-24,P004,S005,W001,R003,4,996,Fulfilled
O005499,2025-06-15,P010,S003,W004,R005,1,229,Fulfilled
O005500,2024-01-11,P015,S001,W005,R001,5,1745,Fulfilled
O005501,2023-12-23,P001,S005,W002,R001,6,5334,Fulfilled
O005502,2024-11-17,P018,S008,W003,R002,4,156,Fulfilled
O005503,2023-08-01,P022,S010,W001,R004,2,158,Fulfilled
O005504,2023-09-30,P005,S004,W004,R002,3,987,Fulfilled
O005505,2025-11-12,P013,S007,W004,R004,5,695,Fulfilled
O005506,2023-12-13,P009,S001,W004,R005,1,799,Fulfilled
O005507,2024-06-04,P007,S001,W004,R001,3,537,Fulfilled
O005508,2025-01-28,P016,S002,W005,R004,1,299,Fulfilled
O005509,2025-12-24,P019,S007,W004,R001,2,158,Fulfilled
O005510,2024-11-29,P021,S008,W003,R005,6,354,Fulfilled
O005511,2025-07-15,P024,S006,W002,R005,4,396,Fulfilled
O005512,2025-05-04,P006,S010,W002,R005,5,5995,Fulfilled
O005513,2025-03-12,P020,S010,W001,R001,1,119,Fulfilled
O005514,2024-12-31,P007,S003,W002,R001,1,179,Fulfilled
O005515,2024-03-10,P008,S004,W001,R003,2,498,Fulfilled
O005516,2024-04-05,P008,S007,W004,R005,1,249,Fulfilled
O005517,2024-06-26,P001,S010,W005,R003,1,889,Fulfilled
O005518,2023-08-27,P019,S001,W005,R005,1,79,Fulfilled
O005519,2024-06-26,P010,S006,W001,R004,2,458,Fulfilled
O005520,2025-09-27,P020,S010,W005,R002,3,357,Fulfilled
O005521,2023-01-18,P009,S007,W003,R001,1,799,Fulfilled
O005522,2023-11-29,P011,S004,W001,R005,2,338,Fulfilled
O005523,2023-05-17,P022,S002,W003,R005,2,158,Fulfilled
O005524,2024-06-03,P002,S008,W005,R005,2,1398,Fulfilled
O005525,2024-08-18,P011,S001,W004,R001,6,1014,Fulfilled
O005526,2023-11-25,P022,S008,W005,R002,6,474,Fulfilled
O005527,2025-05-25,P025,S001,W001,R002,2,78,Fulfilled
O005528,2024-09-09,P020,S002,W001,R003,9,1071,Fulfilled
O005529,2025-10-22,P004,S009,W004,R005,1,249,Fulfilled
O005530,2025-08-09,P019,S002,W004,R003,3,237,Fulfilled
O005531,2024-09-11,P018,S009,W002,R001,6,234,Fulfilled
O005532,2025-06-29,P004,S008,W003,R001,1,249,Pending
O005533,2023-04-16,P018,S001,W001,R001,4,156,Fulfilled
O005534,2025-01-17,P002,S010,W002,R004,1,699,Fulfilled
O005535,2023-07-27,P012,S002,W002,R001,4,996,Fulfilled
O005536,2023-03-02,P005,S007,W004,R005,2,658,Fulfilled
O005537,2024-12-04,P024,S001,W005,R001,6,594,Fulfilled
O005538,2023-11-06,P003,S001,W002,R005,12,6588,Fulfilled
O005539,2025-12-19,P008,S009,W004,R004,5,1245,Fulfilled
O005540,2024-04-22,P001,S004,W002,R003,4,3556,Fulfilled
O005541,2024-10-17,P023,S005,W005,R001,1,49,Fulfilled
O005542,2023-02-05,P003,S002,W001,R001,1,549,Fulfilled
O005543,2025-06-26,P025,S008,W001,R004,4,156,Fulfilled
O005544,2024-05-06,P001,S010,W003,R001,3,2667,Fulfilled
O005545,2025-08-10,P002,S002,W002,R002,4,2796,Fulfilled
O005546,2023-12-29,P004,S003,W005,R001,8,1992,Pending
O005547,2023-09-18,P008,S010,W003,R001,3,747,Fulfilled
O005548,2025-12-16,P012,S002,W005,R002,3,747,Fulfilled
O005549,2025-11-30,P001,S007,W005,R002,4,3556,Fulfilled
O005550,2024-12-30,P005,S009,W001,R003,2,658,Fulfilled
O005551,2024-07-15,P025,S007,W005,R004,5,195,Fulfilled
O005552,2023-04-04,P011,S002,W004,R003,3,507,Fulfilled
O005553,2024-04-10,P018,S004,W003,R002,4,156,Fulfilled
O005554,2024-06-29,P016,S010,W002,R005,2,598,Fulfilled
O005555,2023-11-06,P010,S003,W001,R001,2,458,Fulfilled
O005556,2025-04-03,P022,S005,W005,R005,4,316,Fulfilled
O005557,2025-11-25,P014,S005,W002,R005,3,567,Fulfilled
O005558,2025-03-02,P018,S001,W005,R001,4,156,Fulfilled
O005559,2025-05-25,P008,S010,W004,R001,3,747,Fulfilled
O005560,2025-12-12,P024,S002,W002,R004,5,495,Fulfilled
O005561,2025-02-13,P019,S007,W001,R004,3,237,Delayed
O005562,2023-06-05,P022,S004,W002,R002,3,237,Fulfilled
O005563,2023-11-09,P010,S009,W004,R001,8,1832,Fulfilled
O005564,2024-07-03,P009,S008,W002,R003,1,799,Delayed
O005565,2025-03-13,P011,S001,W005,R005,2,338,Delayed
O005566,2025-08-20,P012,S001,W003,R001,4,996,Fulfilled
O005567,2023-05-24,P017,S005,W004,R001,4,356,Fulfilled
O005568,2023-09-12,P006,S002,W002,R003,3,3597,Fulfilled
O005569,2023-02-28,P010,S003,W005,R001,2,458,Fulfilled
O005570,2024-11-01,P009,S010,W004,R003,3,2397,Fulfilled
O005571,2024-03-05,P002,S003,W003,R005,5,3495,Pending
O005572,2025-04-17,P008,S004,W005,R004,6,1494,Fulfilled
O005573,2024-01-11,P019,S003,W002,R005,2,158,Fulfilled
O005574,2024-04-22,P024,S003,W005,R004,2,198,Fulfilled
O005575,2023-08-26,P020,S006,W001,R004,4,476,Fulfilled
O005576,2024-03-02,P001,S009,W005,R002,5,4445,Fulfilled
O005577,2025-03-29,P006,S009,W005,R004,1,1199,Fulfilled
O005578,2025-07-04,P021,S008,W003,R001,4,236,Fulfilled
O005579,2023-11-16,P012,S007,W002,R001,1,249,Delayed
O005580,2025-03-07,P010,S007,W004,R003,2,458,Fulfilled
O005581,2023-09-13,P015,S001,W002,R002,3,1047,Delayed
O005582,2024-11-28,P014,S009,W005,R003,4,756,Fulfilled
O005583,2023-10-05,P004,S005,W002,R004,4,996,Fulfilled
O005584,2025-01-17,P018,S002,W004,R002,2,78,Fulfilled
O005585,2024-12-28,P009,S009,W001,R001,1,799,Fulfilled
O005586,2023-01-31,P006,S001,W005,R002,4,4796,Fulfilled
O005587,2023-01-20,P013,S007,W003,R005,4,556,Fulfilled
O005588,2023-11-08,P012,S010,W003,R003,1,249,Fulfilled
O005589,2024-06-15,P014,S002,W001,R003,5,945,Fulfilled
O005590,2025-03-07,P009,S002,W005,R004,1,799,Fulfilled
O005591,2025-11-30,P017,S004,W004,R005,2,178,Delayed
O005592,2023-03-07,P011,S003,W003,R003,4,676,Fulfilled
O005593,2024-09-26,P019,S005,W001,R001,1,79,Fulfilled
O005594,2023-03-18,P022,S004,W001,R001,4,316,Fulfilled
O005595,2024-10-21,P022,S009,W003,R003,2,158,Fulfilled
O005596,2024-03-16,P015,S007,W002,R005,1,349,Fulfilled
O005597,2025-04-07,P023,S004,W001,R002,5,245,Fulfilled
O005598,2023-03-05,P025,S008,W005,R005,4,156,Delayed
O005599,2025-02-22,P025,S009,W001,R005,5,195,Fulfilled
O005600,2024-08-17,P004,S002,W002,R003,3,747,Fulfilled
O005601,2025-10-28,P017,S001,W004,R005,4,356,Fulfilled
O005602,2023-04-07,P025,S007,W004,R002,6,234,Fulfilled
O005603,2025-01-10,P003,S009,W002,R005,1,549,Fulfilled
O005604,2024-09-11,P005,S005,W002,R005,4,1316,Fulfilled
O005605,2025-03-31,P016,S010,W003,R001,3,897,Fulfilled
O005606,2025-05-01,P009,S007,W005,R002,5,3995,Fulfilled
O005607,2025-03-29,P021,S009,W002,R003,2,118,Fulfilled
O005608,2023-05-27,P018,S009,W002,R004,6,234,Fulfilled
O005609,2023-03-24,P022,S003,W004,R002,3,237,Fulfilled
O005610,2023-09-26,P024,S009,W005,R005,3,297,Fulfilled
O005611,2023-12-08,P008,S004,W005,R004,1,249,Fulfilled
O005612,2023-08-12,P016,S005,W001,R001,2,598,Fulfilled
O005613,2025-05-17,P008,S006,W003,R001,2,498,Fulfilled
O005614,2024-12-19,P006,S008,W001,R002,4,4796,Fulfilled
O005615,2025-02-09,P008,S005,W003,R004,4,996,Fulfilled
O005616,2023-05-22,P021,S003,W002,R005,1,59,Fulfilled
O005617,2025-01-24,P022,S009,W004,R003,5,395,Fulfilled
O005618,2025-10-07,P014,S006,W001,R001,4,756,Fulfilled
O005619,2023-01-14,P013,S010,W002,R003,3,417,Fulfilled
